year,round_num,round_label,date,home,home_score,away,away_score,venue,url,home_win,score_diff,total_points
2023,10,Round 10,2023-05-06 09:45:00+00:00,Storm,12,Rabbitohs,28,Suncorp Stadium,https://www.nrl.com/draw/nrl-premiership/2023/round-10/storm-v-rabbitohs/,0,-16,40
2023,10,Round 10,2023-05-07 03:50:00+00:00,Wests Tigers,18,Dragons,16,Suncorp Stadium,https://www.nrl.com/draw/nrl-premiership/2023/round-10/wests-tigers-v-dragons/,1,2,34
2023,10,Round 10,2023-05-07 06:00:00+00:00,Roosters,6,Cowboys,20,Suncorp Stadium,https://www.nrl.com/draw/nrl-premiership/2023/round-10/roosters-v-cowboys/,0,-14,26
2023,10,Round 10,2023-05-07 08:25:00+00:00,Titans,26,Eels,24,Suncorp Stadium,https://www.nrl.com/draw/nrl-premiership/2023/round-10/titans-v-eels/,1,2,50
2023,11,Round 11,2023-05-11 09:50:00+00:00,Storm,24,Broncos,16,AAMI Park,https://www.nrl.com/draw/nrl-premiership/2023/round-11/storm-v-broncos/,1,8,40
2023,11,Round 11,2023-05-12 08:00:00+00:00,Bulldogs,12,Warriors,24,Accor Stadium,https://www.nrl.com/draw/nrl-premiership/2023/round-11/bulldogs-v-warriors/,0,-12,36
2023,11,Round 11,2023-05-12 10:00:00+00:00,Panthers,48,Roosters,4,BlueBet Stadium,https://www.nrl.com/draw/nrl-premiership/2023/round-11/panthers-v-roosters/,1,44,52
2023,11,Round 11,2023-05-13 05:00:00+00:00,Rabbitohs,20,Wests Tigers,0,Accor Stadium,https://www.nrl.com/draw/nrl-premiership/2023/round-11/rabbitohs-v-wests-tigers/,1,20,20
2023,11,Round 11,2023-05-13 07:30:00+00:00,Cowboys,42,Dragons,22,Queensland Country Bank Stadium,https://www.nrl.com/draw/nrl-premiership/2023/round-11/cowboys-v-dragons/,1,20,64
2023,11,Round 11,2023-05-13 09:35:00+00:00,Raiders,26,Eels,18,GIO Stadium,https://www.nrl.com/draw/nrl-premiership/2023/round-11/raiders-v-eels/,1,8,44
2023,11,Round 11,2023-05-14 04:00:00+00:00,Knights,46,Titans,26,McDonald Jones Stadium,https://www.nrl.com/draw/nrl-premiership/2023/round-11/knights-v-titans/,1,20,72
2023,11,Round 11,2023-05-14 06:05:00+00:00,Sea Eagles,14,Sharks,20,4 Pines Park,https://www.nrl.com/draw/nrl-premiership/2023/round-11/sea-eagles-v-sharks/,0,-6,34
2023,12,Round 12,2023-05-18 09:50:00+00:00,Broncos,4,Panthers,15,Suncorp Stadium,https://www.nrl.com/draw/nrl-premiership/2023/round-12/broncos-v-panthers/,0,-11,19
2023,12,Round 12,2023-05-19 08:00:00+00:00,Dragons,24,Roosters,22,Netstrata Jubilee Stadium,https://www.nrl.com/draw/nrl-premiership/2023/round-12/dragons-v-roosters/,1,2,46
2023,12,Round 12,2023-05-19 10:00:00+00:00,Rabbitohs,16,Eels,36,Allianz Stadium,https://www.nrl.com/draw/nrl-premiership/2023/round-12/rabbitohs-v-eels/,0,-20,52
2023,12,Round 12,2023-05-20 05:00:00+00:00,Sharks,26,Knights,6,C.ex Coffs International Stadium,https://www.nrl.com/draw/nrl-premiership/2023/round-12/sharks-v-knights/,1,20,32
2023,12,Round 12,2023-05-20 07:30:00+00:00,Wests Tigers,66,Cowboys,18,Leichhardt Oval,https://www.nrl.com/draw/nrl-premiership/2023/round-12/wests-tigers-v-cowboys/,1,48,84
2023,12,Round 12,2023-05-20 09:35:00+00:00,Dolphins,16,Storm,24,Suncorp Stadium,https://www.nrl.com/draw/nrl-premiership/2023/round-12/dolphins-v-storm/,0,-8,40
2023,12,Round 12,2023-05-21 04:00:00+00:00,Bulldogs,20,Titans,18,Accor Stadium,https://www.nrl.com/draw/nrl-premiership/2023/round-12/bulldogs-v-titans/,1,2,38
2023,12,Round 12,2023-05-21 06:05:00+00:00,Raiders,14,Sea Eagles,42,GIO Stadium,https://www.nrl.com/draw/nrl-premiership/2023/round-12/raiders-v-sea-eagles/,0,-28,56
2023,13,Round 13,2023-05-25 09:50:00+00:00,Dolphins,26,Dragons,12,Kayo Stadium,https://www.nrl.com/draw/nrl-premiership/2023/round-13/dolphins-v-dragons/,1,14,38
2023,13,Round 13,2023-05-26 10:00:00+00:00,Eels,24,Cowboys,16,CommBank Stadium,https://www.nrl.com/draw/nrl-premiership/2023/round-13/eels-v-cowboys/,1,8,40
2023,13,Round 13,2023-05-27 07:30:00+00:00,Warriors,22,Broncos,26,McLean Park,https://www.nrl.com/draw/nrl-premiership/2023/round-13/warriors-v-broncos/,0,-4,48
2023,13,Round 13,2023-05-27 09:35:00+00:00,Rabbitohs,26,Raiders,33,Accor Stadium,https://www.nrl.com/draw/nrl-premiership/2023/round-13/rabbitohs-v-raiders/,0,-7,59
2023,13,Round 13,2023-05-28 06:05:00+00:00,Knights,28,Sea Eagles,18,McDonald Jones Stadium,https://www.nrl.com/draw/nrl-premiership/2023/round-13/knights-v-sea-eagles/,1,10,46
2023,14,Round 14,2023-06-02 10:00:00+00:00,Wests Tigers,19,Raiders,20,Campbelltown Sports Stadium,https://www.nrl.com/draw/nrl-premiership/2023/round-14/wests-tigers-v-raiders/,0,-1,39
2023,14,Round 14,2023-06-03 05:00:00+00:00,Warriors,30,Dolphins,8,Go Media Stadium,https://www.nrl.com/draw/nrl-premiership/2023/round-14/warriors-v-dolphins/,1,22,38
2023,14,Round 14,2023-06-03 07:30:00+00:00,Titans,28,Rabbitohs,46,Cbus Super Stadium,https://www.nrl.com/draw/nrl-premiership/2023/round-14/titans-v-rabbitohs/,0,-18,74
2023,14,Round 14,2023-06-03 09:35:00+00:00,Sharks,12,Broncos,20,PointsBet Stadium,https://www.nrl.com/draw/nrl-premiership/2023/round-14/sharks-v-broncos/,0,-8,32
2023,14,Round 14,2023-06-04 04:00:00+00:00,Roosters,25,Bulldogs,24,Industree Group Stadium,https://www.nrl.com/draw/nrl-premiership/2023/round-14/roosters-v-bulldogs/,1,1,49
2023,14,Round 14,2023-06-04 06:05:00+00:00,Cowboys,45,Storm,20,Queensland Country Bank Stadium,https://www.nrl.com/draw/nrl-premiership/2023/round-14/cowboys-v-storm/,1,25,65
2023,14,Round 14,2023-06-04 08:15:00+00:00,Panthers,26,Dragons,18,BlueBet Stadium,https://www.nrl.com/draw/nrl-premiership/2023/round-14/panthers-v-dragons/,1,8,44
2023,15,Round 15,2023-06-08 09:50:00+00:00,Titans,28,Wests Tigers,12,Cbus Super Stadium,https://www.nrl.com/draw/nrl-premiership/2023/round-15/titans-v-wests-tigers/,1,16,40
2023,15,Round 15,2023-06-09 08:00:00+00:00,Raiders,14,Warriors,36,GIO Stadium,https://www.nrl.com/draw/nrl-premiership/2023/round-15/raiders-v-warriors/,0,-22,50
2023,15,Round 15,2023-06-09 10:00:00+00:00,Sea Eagles,58,Dolphins,18,4 Pines Park,https://www.nrl.com/draw/nrl-premiership/2023/round-15/sea-eagles-v-dolphins/,1,40,76
2023,15,Round 15,2023-06-10 05:00:00+00:00,Dragons,36,Rabbitohs,30,Netstrata Jubilee Stadium,https://www.nrl.com/draw/nrl-premiership/2023/round-15/dragons-v-rabbitohs/,1,6,66
2023,15,Round 15,2023-06-10 07:30:00+00:00,Broncos,24,Knights,20,Suncorp Stadium,https://www.nrl.com/draw/nrl-premiership/2023/round-15/broncos-v-knights/,1,4,44
2023,15,Round 15,2023-06-10 09:35:00+00:00,Roosters,6,Panthers,30,Allianz Stadium,https://www.nrl.com/draw/nrl-premiership/2023/round-15/roosters-v-panthers/,0,-24,36
2023,15,Round 15,2023-06-11 06:05:00+00:00,Storm,54,Sharks,10,AAMI Park,https://www.nrl.com/draw/nrl-premiership/2023/round-15/storm-v-sharks/,1,44,64
2023,15,Round 15,2023-06-12 06:00:00+00:00,Bulldogs,12,Eels,34,Accor Stadium,https://www.nrl.com/draw/nrl-premiership/2023/round-15/bulldogs-v-eels/,0,-22,46
2023,16,Round 16,2023-06-16 10:00:00+00:00,Cowboys,27,Panthers,23,Queensland Country Bank Stadium,https://www.nrl.com/draw/nrl-premiership/2023/round-16/cowboys-v-panthers/,1,4,50
2023,16,Round 16,2023-06-17 05:00:00+00:00,Knights,16,Roosters,18,McDonald Jones Stadium,https://www.nrl.com/draw/nrl-premiership/2023/round-16/knights-v-roosters/,0,-2,34
2023,16,Round 16,2023-06-17 07:30:00+00:00,Eels,34,Sea Eagles,4,CommBank Stadium,https://www.nrl.com/draw/nrl-premiership/2023/round-16/eels-v-sea-eagles/,1,30,38
2023,16,Round 16,2023-06-17 09:35:00+00:00,Wests Tigers,6,Storm,28,Campbelltown Sports Stadium,https://www.nrl.com/draw/nrl-premiership/2023/round-16/wests-tigers-v-storm/,0,-22,34
2023,16,Round 16,2023-06-18 06:05:00+00:00,Sharks,48,Bulldogs,10,PointsBet Stadium,https://www.nrl.com/draw/nrl-premiership/2023/round-16/sharks-v-bulldogs/,1,38,58
2023,17,Round 17,2023-06-23 10:00:00+00:00,Dragons,18,Warriors,48,WIN Stadium,https://www.nrl.com/draw/nrl-premiership/2023/round-17/dragons-v-warriors/,0,-30,66
2023,17,Round 17,2023-06-24 05:00:00+00:00,Dolphins,20,Eels,48,Sunshine Coast Stadium,https://www.nrl.com/draw/nrl-premiership/2023/round-17/dolphins-v-eels/,0,-28,68
2023,17,Round 17,2023-06-24 07:30:00+00:00,Panthers,20,Knights,12,BlueBet Stadium,https://www.nrl.com/draw/nrl-premiership/2023/round-17/panthers-v-knights/,1,8,32
2023,17,Round 17,2023-06-24 09:35:00+00:00,Storm,24,Sea Eagles,6,AAMI Park,https://www.nrl.com/draw/nrl-premiership/2023/round-17/storm-v-sea-eagles/,1,18,30
2023,17,Round 17,2023-06-25 04:00:00+00:00,Broncos,12,Titans,18,Suncorp Stadium,https://www.nrl.com/draw/nrl-premiership/2023/round-17/broncos-v-titans/,0,-6,30
2023,17,Round 17,2023-06-25 06:05:00+00:00,Rabbitohs,6,Cowboys,31,Accor Stadium,https://www.nrl.com/draw/nrl-premiership/2023/round-17/rabbitohs-v-cowboys/,0,-25,37
2023,17,Round 17,2023-06-25 08:15:00+00:00,Roosters,18,Raiders,20,Allianz Stadium,https://www.nrl.com/draw/nrl-premiership/2023/round-17/roosters-v-raiders/,0,-2,38
2023,18,Round 18,2023-06-29 09:50:00+00:00,Sharks,52,Dragons,16,PointsBet Stadium,https://www.nrl.com/draw/nrl-premiership/2023/round-18/sharks-v-dragons/,1,36,68
2023,18,Round 18,2023-06-30 08:00:00+00:00,Warriors,6,Rabbitohs,28,Go Media Stadium,https://www.nrl.com/draw/nrl-premiership/2023/round-18/warriors-v-rabbitohs/,0,-22,34
2023,18,Round 18,2023-06-30 10:00:00+00:00,Storm,16,Panthers,34,Marvel Stadium,https://www.nrl.com/draw/nrl-premiership/2023/round-18/storm-v-panthers/,0,-18,50
2023,18,Round 18,2023-07-01 05:00:00+00:00,Raiders,26,Titans,22,GIO Stadium,https://www.nrl.com/draw/nrl-premiership/2023/round-18/raiders-v-titans/,1,4,48
2023,18,Round 18,2023-07-01 07:30:00+00:00,Cowboys,74,Wests Tigers,0,Queensland Country Bank Stadium,https://www.nrl.com/draw/nrl-premiership/2023/round-18/cowboys-v-wests-tigers/,1,74,74
2023,18,Round 18,2023-07-01 09:35:00+00:00,Broncos,24,Dolphins,16,The Gabba,https://www.nrl.com/draw/nrl-premiership/2023/round-18/broncos-v-dolphins/,1,8,40
2023,18,Round 18,2023-07-02 04:00:00+00:00,Bulldogs,0,Knights,66,Accor Stadium,https://www.nrl.com/draw/nrl-premiership/2023/round-18/bulldogs-v-knights/,0,-66,66
2023,18,Round 18,2023-07-02 06:05:00+00:00,Sea Eagles,18,Roosters,16,4 Pines Park,https://www.nrl.com/draw/nrl-premiership/2023/round-18/sea-eagles-v-roosters/,1,2,34
2023,19,Round 19,2023-07-06 09:50:00+00:00,Wests Tigers,12,Sharks,36,CommBank Stadium,https://www.nrl.com/draw/nrl-premiership/2023/round-19/wests-tigers-v-sharks/,0,-24,48
2023,19,Round 19,2023-07-07 10:00:00+00:00,Dragons,26,Raiders,36,WIN Stadium,https://www.nrl.com/draw/nrl-premiership/2023/round-19/dragons-v-raiders/,0,-10,62
2023,19,Round 19,2023-07-08 07:30:00+00:00,Eels,10,Warriors,46,CommBank Stadium,https://www.nrl.com/draw/nrl-premiership/2023/round-19/eels-v-warriors/,0,-36,56
2023,19,Round 19,2023-07-08 09:35:00+00:00,Rabbitohs,32,Bulldogs,36,Accor Stadium,https://www.nrl.com/draw/nrl-premiership/2023/round-19/rabbitohs-v-bulldogs/,0,-4,68
2023,19,Round 19,2023-07-09 06:05:00+00:00,Titans,21,Dolphins,23,Cbus Super Stadium,https://www.nrl.com/draw/nrl-premiership/2023/round-19/titans-v-dolphins/,0,-2,44
2023,2,Round 2,2023-03-09 09:00:00+00:00,Panthers,16,Rabbitohs,10,BlueBet Stadium,https://www.nrl.com/draw/nrl-premiership/2023/round-2/panthers-v-rabbitohs/,1,6,26
2023,2,Round 2,2023-03-10 07:00:00+00:00,Eels,26,Sharks,30,CommBank Stadium,https://www.nrl.com/draw/nrl-premiership/2023/round-2/eels-v-sharks/,0,-4,56
2023,2,Round 2,2023-03-10 09:00:00+00:00,Broncos,28,Cowboys,16,Suncorp Stadium,https://www.nrl.com/draw/nrl-premiership/2023/round-2/broncos-v-cowboys/,1,12,44
2023,2,Round 2,2023-03-11 04:00:00+00:00,Roosters,20,Warriors,12,Allianz Stadium,https://www.nrl.com/draw/nrl-premiership/2023/round-2/roosters-v-warriors/,1,8,32
2023,2,Round 2,2023-03-11 06:30:00+00:00,Dolphins,20,Raiders,14,Kayo Stadium,https://www.nrl.com/draw/nrl-premiership/2023/round-2/dolphins-v-raiders/,1,6,34
2023,2,Round 2,2023-03-11 08:35:00+00:00,Storm,12,Bulldogs,26,AAMI Park,https://www.nrl.com/draw/nrl-premiership/2023/round-2/storm-v-bulldogs/,0,-14,38
2023,2,Round 2,2023-03-12 05:05:00+00:00,Wests Tigers,12,Knights,14,Leichhardt Oval,https://www.nrl.com/draw/nrl-premiership/2023/round-2/wests-tigers-v-knights/,0,-2,26
2023,2,Round 2,2023-03-12 07:15:00+00:00,Dragons,32,Titans,18,Netstrata Jubilee Stadium,https://www.nrl.com/draw/nrl-premiership/2023/round-2/dragons-v-titans/,1,14,50
2023,20,Round 20,2023-07-14 10:00:00+00:00,Knights,34,Wests Tigers,18,McDonald Jones Stadium,https://www.nrl.com/draw/nrl-premiership/2023/round-20/knights-v-wests-tigers/,1,16,52
2023,20,Round 20,2023-07-15 05:00:00+00:00,Bulldogs,24,Broncos,44,Belmore Sports Ground,https://www.nrl.com/draw/nrl-premiership/2023/round-20/bulldogs-v-broncos/,0,-20,68
2023,20,Round 20,2023-07-15 07:30:00+00:00,Sea Eagles,8,Cowboys,19,4 Pines Park,https://www.nrl.com/draw/nrl-premiership/2023/round-20/sea-eagles-v-cowboys/,0,-11,27
2023,20,Round 20,2023-07-15 09:35:00+00:00,Roosters,16,Storm,30,Sydney Cricket Ground,https://www.nrl.com/draw/nrl-premiership/2023/round-20/roosters-v-storm/,0,-14,46
2023,20,Round 20,2023-07-16 04:00:00+00:00,Warriors,44,Sharks,12,Go Media Stadium,https://www.nrl.com/draw/nrl-premiership/2023/round-20/warriors-v-sharks/,1,32,56
2023,20,Round 20,2023-07-16 06:05:00+00:00,Dolphins,14,Panthers,24,Kayo Stadium,https://www.nrl.com/draw/nrl-premiership/2023/round-20/dolphins-v-panthers/,0,-10,38
2023,20,Round 20,2023-07-16 08:15:00+00:00,Eels,25,Titans,24,CommBank Stadium,https://www.nrl.com/draw/nrl-premiership/2023/round-20/eels-v-titans/,1,1,49
2023,21,Round 21,2023-07-20 09:50:00+00:00,Dragons,18,Wests Tigers,14,WIN Stadium,https://www.nrl.com/draw/nrl-premiership/2023/round-21/dragons-v-wests-tigers/,1,4,32
2023,21,Round 21,2023-07-21 08:00:00+00:00,Warriors,21,Raiders,20,Go Media Stadium,https://www.nrl.com/draw/nrl-premiership/2023/round-21/warriors-v-raiders/,1,1,41
2023,21,Round 21,2023-07-21 10:00:00+00:00,Rabbitohs,20,Broncos,36,Sunshine Coast Stadium,https://www.nrl.com/draw/nrl-premiership/2023/round-21/rabbitohs-v-broncos/,0,-16,56
2023,21,Round 21,2023-07-22 05:00:00+00:00,Titans,18,Roosters,36,Cbus Super Stadium,https://www.nrl.com/draw/nrl-premiership/2023/round-21/titans-v-roosters/,0,-18,54
2023,21,Round 21,2023-07-22 07:30:00+00:00,Knights,26,Storm,18,McDonald Jones Stadium,https://www.nrl.com/draw/nrl-premiership/2023/round-21/knights-v-storm/,1,8,44
2023,21,Round 21,2023-07-22 09:35:00+00:00,Cowboys,24,Eels,16,Queensland Country Bank Stadium,https://www.nrl.com/draw/nrl-premiership/2023/round-21/cowboys-v-eels/,1,8,40
2023,21,Round 21,2023-07-23 04:00:00+00:00,Panthers,44,Bulldogs,18,BlueBet Stadium,https://www.nrl.com/draw/nrl-premiership/2023/round-21/panthers-v-bulldogs/,1,26,62
2023,21,Round 21,2023-07-23 06:05:00+00:00,Sharks,26,Sea Eagles,30,PointsBet Stadium,https://www.nrl.com/draw/nrl-premiership/2023/round-21/sharks-v-sea-eagles/,0,-4,56
2023,22,Round 22,2023-07-27 09:50:00+00:00,Broncos,32,Roosters,10,The Gabba,https://www.nrl.com/draw/nrl-premiership/2023/round-22/broncos-v-roosters/,1,22,42
2023,22,Round 22,2023-07-28 08:00:00+00:00,Wests Tigers,18,Rabbitohs,32,Scully Park,https://www.nrl.com/draw/nrl-premiership/2023/round-22/wests-tigers-v-rabbitohs/,0,-14,50
2023,22,Round 22,2023-07-28 10:00:00+00:00,Storm,46,Eels,16,Marvel Stadium,https://www.nrl.com/draw/nrl-premiership/2023/round-22/storm-v-eels/,1,30,62
2023,22,Round 22,2023-07-29 05:00:00+00:00,Raiders,6,Knights,28,GIO Stadium,https://www.nrl.com/draw/nrl-premiership/2023/round-22/raiders-v-knights/,0,-22,34
2023,22,Round 22,2023-07-29 07:30:00+00:00,Dragons,18,Sea Eagles,24,WIN Stadium,https://www.nrl.com/draw/nrl-premiership/2023/round-22/dragons-v-sea-eagles/,0,-6,42
2023,22,Round 22,2023-07-29 09:35:00+00:00,Panthers,28,Sharks,0,BlueBet Stadium,https://www.nrl.com/draw/nrl-premiership/2023/round-22/panthers-v-sharks/,1,28,28
2023,22,Round 22,2023-07-30 04:00:00+00:00,Bulldogs,23,Dolphins,22,Salter Oval,https://www.nrl.com/draw/nrl-premiership/2023/round-22/bulldogs-v-dolphins/,1,1,45
2023,22,Round 22,2023-07-30 06:05:00+00:00,Titans,22,Cowboys,13,Cbus Super Stadium,https://www.nrl.com/draw/nrl-premiership/2023/round-22/titans-v-cowboys/,1,9,35
2023,23,Round 23,2023-08-03 09:50:00+00:00,Roosters,26,Sea Eagles,16,Sydney Cricket Ground,https://www.nrl.com/draw/nrl-premiership/2023/round-23/roosters-v-sea-eagles/,1,10,42
2023,23,Round 23,2023-08-04 08:00:00+00:00,Titans,18,Warriors,28,Cbus Super Stadium,https://www.nrl.com/draw/nrl-premiership/2023/round-23/titans-v-warriors/,0,-10,46
2023,23,Round 23,2023-08-04 10:00:00+00:00,Panthers,26,Storm,6,BlueBet Stadium,https://www.nrl.com/draw/nrl-premiership/2023/round-23/panthers-v-storm/,1,20,32
2023,23,Round 23,2023-08-05 05:00:00+00:00,Cowboys,14,Broncos,30,Queensland Country Bank Stadium,https://www.nrl.com/draw/nrl-premiership/2023/round-23/cowboys-v-broncos/,0,-16,44
2023,23,Round 23,2023-08-05 07:30:00+00:00,Dolphins,28,Knights,30,Optus Stadium,https://www.nrl.com/draw/nrl-premiership/2023/round-23/dolphins-v-knights/,0,-2,58
2023,23,Round 23,2023-08-05 09:35:00+00:00,Rabbitohs,16,Sharks,26,Optus Stadium,https://www.nrl.com/draw/nrl-premiership/2023/round-23/rabbitohs-v-sharks/,0,-10,42
2023,23,Round 23,2023-08-06 04:00:00+00:00,Eels,26,Dragons,20,CommBank Stadium,https://www.nrl.com/draw/nrl-premiership/2023/round-23/eels-v-dragons/,1,6,46
2023,23,Round 23,2023-08-06 06:05:00+00:00,Raiders,22,Wests Tigers,18,GIO Stadium,https://www.nrl.com/draw/nrl-premiership/2023/round-23/raiders-v-wests-tigers/,1,4,40
2023,24,Round 24,2023-08-10 09:50:00+00:00,Sea Eagles,12,Panthers,24,4 Pines Park,https://www.nrl.com/draw/nrl-premiership/2023/round-24/sea-eagles-v-panthers/,0,-12,36
2023,24,Round 24,2023-08-11 08:00:00+00:00,Sharks,36,Titans,6,PointsBet Stadium,https://www.nrl.com/draw/nrl-premiership/2023/round-24/sharks-v-titans/,1,30,42
2023,24,Round 24,2023-08-11 10:00:00+00:00,Broncos,54,Eels,10,The Gabba,https://www.nrl.com/draw/nrl-premiership/2023/round-24/broncos-v-eels/,1,44,64
2023,24,Round 24,2023-08-12 05:00:00+00:00,Rabbitohs,26,Dragons,14,Barlow Park,https://www.nrl.com/draw/nrl-premiership/2023/round-24/rabbitohs-v-dragons/,1,12,40
2023,24,Round 24,2023-08-12 07:30:00+00:00,Wests Tigers,22,Warriors,30,FMG Stadium Waikato,https://www.nrl.com/draw/nrl-premiership/2023/round-24/wests-tigers-v-warriors/,0,-8,52
2023,24,Round 24,2023-08-12 09:35:00+00:00,Roosters,30,Dolphins,14,Allianz Stadium,https://www.nrl.com/draw/nrl-premiership/2023/round-24/roosters-v-dolphins/,1,16,44
2023,24,Round 24,2023-08-13 04:00:00+00:00,Storm,48,Raiders,2,AAMI Park,https://www.nrl.com/draw/nrl-premiership/2023/round-24/storm-v-raiders/,1,46,50
2023,24,Round 24,2023-08-13 06:05:00+00:00,Knights,42,Bulldogs,6,McDonald Jones Stadium,https://www.nrl.com/draw/nrl-premiership/2023/round-24/knights-v-bulldogs/,1,36,48
2023,25,Round 25,2023-08-17 09:50:00+00:00,Cowboys,12,Sharks,32,Queensland Country Bank Stadium,https://www.nrl.com/draw/nrl-premiership/2023/round-25/cowboys-v-sharks/,0,-20,44
2023,25,Round 25,2023-08-18 08:00:00+00:00,Warriors,29,Sea Eagles,22,Go Media Stadium,https://www.nrl.com/draw/nrl-premiership/2023/round-25/warriors-v-sea-eagles/,1,7,51
2023,25,Round 25,2023-08-18 10:00:00+00:00,Eels,12,Roosters,34,CommBank Stadium,https://www.nrl.com/draw/nrl-premiership/2023/round-25/eels-v-roosters/,0,-22,46
2023,25,Round 25,2023-08-19 05:00:00+00:00,Wests Tigers,24,Dolphins,23,CommBank Stadium,https://www.nrl.com/draw/nrl-premiership/2023/round-25/wests-tigers-v-dolphins/,1,1,47
2023,25,Round 25,2023-08-19 07:30:00+00:00,Titans,14,Panthers,40,Cbus Super Stadium,https://www.nrl.com/draw/nrl-premiership/2023/round-25/titans-v-panthers/,0,-26,54
2023,25,Round 25,2023-08-19 09:35:00+00:00,Dragons,28,Storm,38,WIN Stadium,https://www.nrl.com/draw/nrl-premiership/2023/round-25/dragons-v-storm/,0,-10,66
2023,25,Round 25,2023-08-20 04:05:00+00:00,Knights,29,Rabbitohs,10,McDonald Jones Stadium,https://www.nrl.com/draw/nrl-premiership/2023/round-25/knights-v-rabbitohs/,1,19,39
2023,25,Round 25,2023-08-20 06:05:00+00:00,Raiders,36,Bulldogs,24,GIO Stadium,https://www.nrl.com/draw/nrl-premiership/2023/round-25/raiders-v-bulldogs/,1,12,60
2023,26,Round 26,2023-08-24 09:50:00+00:00,Panthers,18,Eels,32,BlueBet Stadium,https://www.nrl.com/draw/nrl-premiership/2023/round-26/panthers-v-eels/,0,-14,50
2023,26,Round 26,2023-08-25 08:00:00+00:00,Warriors,18,Dragons,6,Go Media Stadium,https://www.nrl.com/draw/nrl-premiership/2023/round-26/warriors-v-dragons/,1,12,24
2023,26,Round 26,2023-08-25 10:00:00+00:00,Dolphins,10,Cowboys,34,Suncorp Stadium,https://www.nrl.com/draw/nrl-premiership/2023/round-26/dolphins-v-cowboys/,0,-24,44
2023,26,Round 26,2023-08-26 05:00:00+00:00,Storm,37,Titans,16,AAMI Park,https://www.nrl.com/draw/nrl-premiership/2023/round-26/storm-v-titans/,1,21,53
2023,26,Round 26,2023-08-26 07:30:00+00:00,Roosters,32,Wests Tigers,8,Allianz Stadium,https://www.nrl.com/draw/nrl-premiership/2023/round-26/roosters-v-wests-tigers/,1,24,40
2023,26,Round 26,2023-08-26 09:35:00+00:00,Raiders,18,Broncos,29,GIO Stadium,https://www.nrl.com/draw/nrl-premiership/2023/round-26/raiders-v-broncos/,0,-11,47
2023,26,Round 26,2023-08-27 04:00:00+00:00,Bulldogs,24,Sea Eagles,42,Accor Stadium,https://www.nrl.com/draw/nrl-premiership/2023/round-26/bulldogs-v-sea-eagles/,0,-18,66
2023,26,Round 26,2023-08-27 06:05:00+00:00,Knights,32,Sharks,6,McDonald Jones Stadium,https://www.nrl.com/draw/nrl-premiership/2023/round-26/knights-v-sharks/,1,26,38
2023,27,Round 27,2023-08-31 09:50:00+00:00,Broncos,22,Storm,32,Suncorp Stadium,https://www.nrl.com/draw/nrl-premiership/2023/round-27/broncos-v-storm/,0,-10,54
2023,27,Round 27,2023-09-01 08:00:00+00:00,Sea Eagles,54,Wests Tigers,12,4 Pines Park,https://www.nrl.com/draw/nrl-premiership/2023/round-27/sea-eagles-v-wests-tigers/,1,42,66
2023,27,Round 27,2023-09-01 10:00:00+00:00,Rabbitohs,12,Roosters,26,Accor Stadium,https://www.nrl.com/draw/nrl-premiership/2023/round-27/rabbitohs-v-roosters/,0,-14,38
2023,27,Round 27,2023-09-02 05:00:00+00:00,Dolphins,34,Warriors,10,Suncorp Stadium,https://www.nrl.com/draw/nrl-premiership/2023/round-27/dolphins-v-warriors/,1,24,44
2023,27,Round 27,2023-09-02 07:30:00+00:00,Panthers,44,Cowboys,12,BlueBet Stadium,https://www.nrl.com/draw/nrl-premiership/2023/round-27/panthers-v-cowboys/,1,32,56
2023,27,Round 27,2023-09-02 09:35:00+00:00,Dragons,12,Knights,32,Netstrata Jubilee Stadium,https://www.nrl.com/draw/nrl-premiership/2023/round-27/dragons-v-knights/,0,-20,44
2023,27,Round 27,2023-09-03 04:00:00+00:00,Titans,34,Bulldogs,30,Cbus Super Stadium,https://www.nrl.com/draw/nrl-premiership/2023/round-27/titans-v-bulldogs/,1,4,64
2023,27,Round 27,2023-09-03 06:05:00+00:00,Sharks,24,Raiders,6,PointsBet Stadium,https://www.nrl.com/draw/nrl-premiership/2023/round-27/sharks-v-raiders/,1,18,30
2023,28,Finals Week 1,2023-09-08 09:50:00+00:00,Broncos,26,Storm,0,Suncorp Stadium,https://www.nrl.com/draw/nrl-premiership/2023/finals-week-1/broncos-v-storm/,1,26,26
2023,28,Finals Week 1,2023-09-09 06:05:00+00:00,Panthers,32,Warriors,6,BlueBet Stadium,https://www.nrl.com/draw/nrl-premiership/2023/finals-week-1/panthers-v-warriors/,1,26,38
2023,28,Finals Week 1,2023-09-09 09:50:00+00:00,Sharks,12,Roosters,13,PointsBet Stadium,https://www.nrl.com/draw/nrl-premiership/2023/finals-week-1/sharks-v-roosters/,0,-1,25
2023,28,Finals Week 1,2023-09-10 06:05:00+00:00,Knights,30,Raiders,28,McDonald Jones Stadium,https://www.nrl.com/draw/nrl-premiership/2023/finals-week-1/knights-v-raiders/,1,2,58
2023,29,Finals Week 2,2023-09-15 09:50:00+00:00,Storm,18,Roosters,13,AAMI Park,https://www.nrl.com/draw/nrl-premiership/2023/finals-week-2/storm-v-roosters/,1,5,31
